"id","location_name","sole_name","parent_id","location_level"
"652801","库尔勒市","新疆维吾尔族自治区巴音郭楞蒙古自治州库尔勒市","652800","2"
"652822","轮台县","新疆维吾尔族自治区巴音郭楞蒙古自治州轮台县","652800","2"
"652823","尉犁县","新疆维吾尔族自治区巴音郭楞蒙古自治州尉犁县","652800","2"
"652824","若羌县","新疆维吾尔族自治区巴音郭楞蒙古自治州若羌县","652800","2"
"652825","且末县","新疆维吾尔族自治区巴音郭楞蒙古自治州且末县","652800","2"
"652826","焉耆回族自治县","新疆维吾尔族自治区巴音郭楞蒙古自治州焉耆回族自治县","652800","2"
"652827","和静县","新疆维吾尔族自治区巴音郭楞蒙古自治州和静县","652800","2"
"652828","和硕县","新疆维吾尔族自治区巴音郭楞蒙古自治州和硕县","652800","2"
"652829","博湖县","新疆维吾尔族自治区巴音郭楞蒙古自治州博湖县","652800","2"
"652900","阿克苏地区","新疆维吾尔族自治区阿克苏地区","650000","1"
"652901","阿克苏市","新疆维吾尔族自治区阿克苏地区阿克苏市","652900","2"
"652922","温宿县","新疆维吾尔族自治区阿克苏地区温宿县","652900","2"
"652923","库车县","新疆维吾尔族自治区阿克苏地区库车县","652900","2"
"652924","沙雅县","新疆维吾尔族自治区阿克苏地区沙雅县","652900","2"
"652925","新和县","新疆维吾尔族自治区阿克苏地区新和县","652900","2"
"652926","拜城县","新疆维吾尔族自治区阿克苏地区拜城县","652900","2"
"652927","乌什县","新疆维吾尔族自治区阿克苏地区乌什县","652900","2"
"652928","阿瓦提县","新疆维吾尔族自治区阿克苏地区阿瓦提县","652900","2"
"652929","柯坪县","新疆维吾尔族自治区阿克苏地区柯坪县","652900","2"
"653000","克孜勒苏柯尔克孜自治州","新疆维吾尔族自治区克孜勒苏柯尔克孜自治州","650000","1"
"653001","阿图什市","新疆维吾尔族自治区克孜勒苏柯尔克孜自治州阿图什市","653000","2"
"653022","阿克陶县","新疆维吾尔族自治区克孜勒苏柯尔克孜自治州阿克陶县","653000","2"
"653023","阿合奇县","新疆维吾尔族自治区克孜勒苏柯尔克孜自治州阿合奇县","653000","2"
"653024","乌恰县","新疆维吾尔族自治区克孜勒苏柯尔克孜自治州乌恰县","653000","2"
